rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3506,5513893,K02741.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.755103143,3.35E-06,-3.35E-06,0,,,0.662,0.28,-0.429,2.885,0.109,-0.109,43.8,2.00E+00,-2.00E+00,0.006402,1.49E-03,-3.46E-04,0.16678,0.13551,-0.00836,1.49,0.27,-5.40E-01,0.0174,,,67.25,,,2927,,,1.713,0.696,-0.696,5996,164,-164,3.87,0.292,-0.097,2.128,0.383,-0.766,284.36902,40.718491,13.009
3507,5980208,K02742.01,Kepler-1331 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.789160884,1.30E-06,-1.30E-06,0,,,0.376,0.083,-0.376,0.9268,0.0529,-0.0529,215.1,1.14E+01,-1.14E+01,0.013424,4.20E-04,-7.44E-04,7.08786,2.77046,-2.38765,0.91,0.06,-9.00E-02,0.0142,,,86.5,,,1244,,,6.16,2.4,-2.4,4258,114,-139,4.635,0.053,-0.021,0.622,0.039,-0.064,297.07379,41.22448,15.031
3508,8095441,K02743.01,Kepler-1332 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.87457664,3.94E-05,-3.94E-05,0,,,0.432,0.018,-0.432,1.9797,0.0763,-0.0763,220.7,1.21E+01,-1.21E+01,0.013737,3.49E-04,-7.16E-04,9.95897,5.02434,-1.6769,1.32,0.16,-9.00E-02,0.0986,,,89.41,,,728,,,42,10.6,-10.6,5523,110,,4.506,0.049,-0.098,0.88,0.109,-0.059,291.02859,43.91367,13.756
3509,5881813,K02744.01,Kepler-1333 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,109.6469948,7.07E-04,-7.07E-04,0,,,0.797,0.137,-0.556,6.568,0.175,-0.175,899.7,3.45E+01,-3.45E+01,0.030575,5.28E-03,-3.38E-03,0.91161,2.56121,-0.19206,4.85,0.73,-1.70E+00,0.4382,,,89.45,,,428,,,83.4,39,-39,5332,88,-72,4.083,0.368,-0.092,1.453,0.218,-0.51,293.52756,41.111439,15.162
3510,5881813,K02744.02,,CANDIDATE,CANDIDATE,0.579,0,0,0,0,11.615625,1.53E-04,-1.53E-04,0,,,0.977,0.007,-0.705,2.233,0.362,-0.362,191.2,2.80E+01,-2.80E+01,0.017915,5.17E-04,-6.25E-03,0.21116,21.59204,-0.07937,2.84,0.43,-1.00E+00,0.0981,,,85.11,,,905,,,11.46,5.7,-5.7,5332,88,-72,4.083,0.368,-0.092,1.453,0.218,-0.51,293.52756,41.111439,15.162
3511,12456601,K02745.01,Kepler-1334 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,15.64588656,7.42E-05,-7.42E-05,0,,,0.033,0.425,-0.033,3.959,0.115,-0.115,572.1,2.39E+01,-2.39E+01,0.021809,8.21E-04,-5.68E-04,2.26608,0.15014,-0.8142,2.18,0.67,-2.20E-01,0.1229,,,89.94,,,710,,,30.84,2,-2,5896,164,-184,4.518,0.05,-0.213,0.916,0.282,-0.094,289.31149,51.320862,15.241
3512,5302643,K02746.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,69.2002312,4.04E-04,-4.04E-04,0,,,1.276,6.805,-0.284,5.679,0.258,-0.258,2271.5,9.23E+01,-9.23E+01,0.326968,6.84E+00,-2.77E-01,0.15513,1.52732,-0.02532,45.24,13.03,-5.57E+00,0.3576,,,87.85,,,585,,,34,16.7,-16.7,7044,219,-329,4.337,0.06,-0.18,1.267,0.365,-0.156,298.41934,40.440819,15.329
3513,6586746,K02747.01,Kepler-1335 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.26404774,2.81E-05,-2.81E-05,0,,,0.232,0.211,-0.232,2.39,0.106,-0.106,378.7,2.17E+01,-2.17E+01,0.017429,6.67E-04,-8.58E-04,3.76794,0.53773,-1.39266,1.55,0.14,-1.60E-01,0.0615,,,89.33,,,809,,,19.85,2.8,-2.8,5032,151,-151,4.511,0.077,-0.056,0.817,0.071,-0.085,284.83841,42.070431,15.329
3514,9962455,K02748.01,Kepler-1336 b,CONFIRMED,CANDIDATE,0.933,0,0,0,0,23.1985852,2.26E-04,-2.26E-04,0,,,0.305,0.159,-0.305,9.821,0.235,-0.235,224.7,8.50E+00,-8.50E+00,0.013623,4.16E-04,-4.50E-04,0.1869,0.0422,-0.0477,2.61,0.51,-5.10E-01,0.1595,,,89,,,793,,,17.45,3.9,-3.9,5416,130,-87,3.951,0.168,-0.112,1.756,0.344,-0.344,296.27771,46.89986,14.056
3515,9962455,K02748.02,Kepler-1336 c,CONFIRMED,CANDIDATE,0.992,0,0,0,0,5.77721259,2.80E-05,-2.80E-05,0,,,0.692,0.261,-0.456,2.462,0.116,-0.116,134.3,8.50E+00,-8.50E+00,0.011293,2.89E-03,-8.75E-04,1.31431,2.03596,-1.19151,2.17,0.42,-4.30E-01,0.0631,,,87,,,1260,,,13.24,5.1,-5.1,5416,130,-87,3.951,0.168,-0.112,1.756,0.344,-0.344,296.27771,46.89986,14.056
3516,8687088,K02749.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.905037231,2.07E-06,-2.07E-06,0,,,0.323,0.141,-0.323,1.4351,0.0585,-0.0585,37.5,1.60E+00,-1.60E+00,0.005694,1.52E-04,-2.04E-04,2.29765,0.64916,-0.70763,1.1,0.28,-4.20E-01,0.0193,,,86.01,,,2627,,,4.63,1.3,-1.3,6223,199,-243,4.01,0.35,-0.15,1.763,0.45,-0.675,291.00287,44.899452,11.075
3517,3663173,K02750.01,,CANDIDATE,CANDIDATE,0.606,0,0,0,0,174.636181,2.02E-03,-2.02E-03,0,,,0.04,0.409,-0.04,15.679,0.317,-0.317,2500.9,7.89E+01,-7.89E+01,0.045604,1.64E-03,-8.00E-04,0.43588,0.01936,-0.13934,11.12,1.48,-2.76E+00,0.67,,,89.97,,,481,,,88.9,3.9,-3.9,5974,89,-80,3.859,0.196,-0.084,2.232,0.298,-0.554,295.66913,38.795841,15.905
3518,9881077,K02751.01,Kepler-1337 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,24.4004378,1.14E-04,-1.14E-04,0,,,0.909,0.007,-0.633,2.987,0.113,-0.113,860.5,4.83E+01,-4.83E+01,0.033526,5.40E-05,-7.22E-03,0.91763,9.80611,-0.2443,2.47,0.17,-2.00E-01,0.1441,,,88.3,,,437,,,30.7,14.9,-14.9,4583,137,-137,4.606,0.052,-0.028,0.674,0.048,-0.054,287.00909,46.796101,15.858
3519,5717567,K02752.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.287622419,2.91E-06,-2.91E-06,0,,,0.819,0.007,-0.584,0.821,0.0849,-0.0849,36.5,3.30E+00,-3.30E+00,0.006268,1.58E-03,-6.49E-04,4.01821,20.8144,-3.33087,0.87,0.15,-9.00E-02,0.0247,,,83.34,,,1957,,,7.06,3.3,-3.3,6170,74,-80,4.308,0.076,-0.114,1.274,0.217,-0.133,295.32401,40.902191,11.514
3520,6265792,K02753.01,Kepler-1338 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,0.935115863,2.63E-06,-2.63E-06,0,,,0.243,0.224,-0.243,1.6172,0.0785,-0.0785,64.8,3.70E+00,-3.70E+00,0.00738,2.96E-04,-3.00E-04,1.79611,0.3963,-0.70764,1.05,0.16,-1.70E-01,0.0193,,,86.81,,,2124,,,4.362,0.963,-0.963,5874,79,-79,4.252,0.137,-0.112,1.297,0.207,-0.207,284.04233,41.699139,13.615
3521,10905911,K02754.01,Kepler-1339 b,CONFIRMED,CANDIDATE,0.844,0,0,0,0,1.34155642,3.57E-06,-3.57E-06,0,,,0.259,0.196,-0.259,1.6462,0.0625,-0.0625,58.2,2.90E+00,-2.90E+00,0.006995,2.32E-04,-2.79E-04,2.3733,0.35011,-0.84111,0.74,0.11,-6.00E-02,0.0234,,,87.56,,,1642,,,6.089,0.898,-0.898,5779,104,-115,4.44,0.072,-0.117,0.97,0.14,-0.086,283.74582,48.373432,12.299
3522,3545135,K02755.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,8.48299282,3.91E-05,-3.91E-05,0,,,0.564,0.362,-0.354,2.505,0.11,-0.11,69.1,3.90E+00,-3.90E+00,0.007876,9.30E-05,-4.82E-04,2.6544,2.59628,-0.04667,0.8,0.11,-6.00E-02,0.0798,,,88.5,,,879,,,21.6,10.6,-10.6,5827,104,-116,4.471,0.059,-0.11,0.933,0.126,-0.073,291.57422,38.655949,12.147
3523,6964929,K02756.01,Kepler-1340 b,CONFIRMED,CANDIDATE,0.941,0,0,0,0,0.665025941,1.53E-06,-1.53E-06,0,,,0.448,0.015,-0.448,1.7542,0.0663,-0.0663,104.7,4.70E+00,-4.70E+00,0.009533,2.05E-04,-4.41E-04,0.85107,0.39123,-0.15839,1.11,0.18,-8.00E-02,0.0153,,,80.48,,,2174,,,2.71,1.2,-1.2,5884,70,-79,4.408,0.063,-0.117,1.07,0.166,-0.083,296.23282,42.47279,14.758
3524,6432345,K02757.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,234.635652,1.38E-03,-1.38E-03,0,,,0.025,0.405,-0.025,6.965,0.155,-0.155,868.5,3.79E+01,-3.79E+01,0.026459,9.72E-04,-8.32E-04,6.32808,0.31253,-1.95745,2.56,0.25,-1.90E-01,0.7097,,,89.99,,,267,,,264.1,13,-13,5422,107,-107,4.481,0.067,-0.075,0.885,0.088,-0.066,288.15671,41.877972,14.607
3525,8703129,K02758.01,,CANDIDATE,CANDIDATE,0.977,0,0,0,0,253.374581,1.14E-03,-1.14E-03,0,,,0.028,0.31,-0.028,22.889,0.124,-0.124,1104,1.28E+01,-1.28E+01,0.02963,5.40E-04,-2.54E-04,0.19432,0.00268,-0.03435,19.25,4.98,-1.16E+01,1.0077,,,89.98,,,555,,,87.04,1.2,-1.2,5177,163,-181,3.216,0.578,-0.193,5.949,1.541,-3.595,296.7236,44.853142,11.893
3526,11076400,K02759.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.07808492,2.02E-06,-2.02E-06,0,,,0.287,0.155,-0.287,0.8551,0.0596,-0.0596,155.6,8.50E+00,-8.50E+00,0.011362,2.24E-04,-7.61E-04,13.35183,14.78726,-4.74396,1.01,0.03,-7.00E-02,0.019,,,88.24,,,1417,,,9.36,3.5,-3.5,4906,78,-88,4.511,0.067,-0.022,0.814,0.027,-0.059,287.72565,48.651379,14.288
