,rowid,kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,predicted
4580,4581,6955671,CANDIDATE,12.687817599999999,136.1525,0.9209999999999999,4.262,293.0,2.16,851.0,123.89,13.5,6258.0,4.442,1.046,293.94241,42.4259,15.812999999999999,1
4581,4582,5097856,CANDIDATE,483.36405,483.0784,0.614,15.61,285.0,1.27,202.0,0.39,8.3,5700.0,4.626,0.718,291.37067,40.216060999999996,14.860999999999999,1
4586,4587,8278073,CANDIDATE,12.0729757,142.429,0.312,3.783,99.5,1.69,969.0,208.13,9.7,5436.0,3.9930000000000003,1.7069999999999999,281.55267000000003,44.228531,14.216,1
4589,4590,10810859,CANDIDATE,82.401274,140.6557,0.703,6.48,431.0,2.21,421.0,7.42,10.1,5886.0,4.4719999999999995,1.0,296.82895,48.173279,15.202,1
4590,4591,7017274,CANDIDATE,11.91256675,143.15988000000002,0.174,6.126,123.0,2.61,1242.0,562.27,27.8,6337.0,3.8930000000000002,2.335,285.92322,42.54985,11.915,0
4591,4592,6767227,CANDIDATE,4.08197713,132.10953,0.32799999999999996,2.943,26.2,0.6,1372.0,836.88,9.3,6538.0,4.3389999999999995,1.156,288.52902,42.27626,13.05,1
4595,4596,2986833,CANDIDATE,0.912179022,131.81174,0.038,1.3319999999999999,145.0,0.65,1025.0,260.05,10.3,3880.0,4.7219999999999995,0.555,290.78213999999997,38.18779,15.783,1
4598,4599,11853130,CANDIDATE,76.87935893,146.882451,0.8640000000000001,2.3819,21300.0,7.71,202.0,0.4,131.0,3638.0,4.828,0.436,285.09586,50.10096,15.949000000000002,0
4600,4601,9345933,CANDIDATE,13.0151826,134.74697,0.852,3.613,332.0,1.36,556.0,22.6,11.9,4794.0,4.622,0.643,293.25903,45.837447999999995,15.960999999999999,1
4604,4605,9021075,CANDIDATE,7.28116667,132.7518,0.1,2.716,334.0,1.4,744.0,72.16,11.5,5008.0,4.572,0.7879999999999999,291.50812,45.370159,15.993,1
4606,4607,11338056,CANDIDATE,2.87998334,131.48485,0.22,1.6580000000000001,117.0,0.85,1024.0,260.79,9.9,4951.0,4.523,0.8059999999999999,284.76093,49.141979,14.712,1
4609,4610,10676750,CANDIDATE,21.08678557,135.5636,0.7020000000000001,0.978,500.0,2.08,651.0,42.44,11.0,6084.0,4.542,0.863,296.09842000000003,47.992699,15.185,1
4612,4613,9822284,CANDIDATE,0.9698241390000001,132.28429,0.332,0.7829999999999999,23.1,0.49,1839.0,2709.67,6.8,5780.0,4.438,1.0,287.55508,46.68224,11.562999999999999,1
4614,4615,9581589,CANDIDATE,5.19206571,134.5614,0.847,3.716,66.6,0.99,1170.0,442.55,10.5,6322.0,4.426,1.075,288.97182999999995,46.265202,14.423,1
4615,4616,11804437,CANDIDATE,449.01499,144.707,0.2182,12.58,94.2,1.04,258.0,1.04,8.5,6031.0,4.368,1.068,286.22812000000005,50.01358,12.290999999999999,1
4619,4620,8280511,CANDIDATE,17.453294500000002,146.66244,0.35700000000000004,4.027,79.3,0.76,639.0,39.42,12.0,5528.0,4.499,0.853,283.00296000000003,44.284228999999996,13.404000000000002,1
4620,4621,8620402,CANDIDATE,14.1959621,137.01221,0.7859999999999999,3.605,196.0,1.66,818.0,105.7,14.1,6214.0,4.442,1.0759999999999998,290.21667,44.779678000000004,14.706,1
4621,4622,8379021,CANDIDATE,11.52482874,134.08163000000002,1.205,1.724,578.0,22.56,756.0,77.15,16.2,5592.0,4.4719999999999995,0.892,296.40448,44.367458,15.595,1
4623,4624,4813793,CANDIDATE,6.70242786,133.17733,0.369,1.2209999999999999,65.3,1.82,1367.0,827.56,8.8,5466.0,3.735,2.224,283.69885,39.936642,12.954,1
4625,4626,7266212,CANDIDATE,7.79534033,138.03216,0.282,3.406,102.0,1.07,985.0,222.52,10.2,6156.0,4.4430000000000005,1.05,286.21729,42.86092,14.725999999999999,1
4629,4630,9419020,CANDIDATE,2.40174996,131.7811,0.47,1.413,254.0,0.65,621.0,35.1,13.2,3606.0,4.855,0.39899999999999997,297.2905,45.955028999999996,15.737,1
4631,4632,4270799,CANDIDATE,115.23854399999999,155.5989,0.965,7.653,517.0,3.17,372.0,4.52,10.6,5589.0,4.3839999999999995,1.037,293.65369,39.31641,15.259,1
4632,4633,8811490,CANDIDATE,21.7434141,148.935,0.9059999999999999,8.142999999999999,155.0,2.23,799.0,96.15,15.8,5767.0,4.082,1.4969999999999999,288.85754,45.097691,13.815999999999999,0
4636,4637,8094120,CANDIDATE,5.6795377,132.95,0.196,3.7569999999999997,52.0,1.16,1420.0,961.1,12.5,6514.0,4.09,1.585,290.55087000000003,43.994362,12.892000000000001,1
4640,4641,9935642,CANDIDATE,9.33955596,138.11016,0.985,2.0580000000000003,245.0,2.67,882.0,143.02,10.1,5516.0,4.308,1.101,283.45763999999997,46.819538,15.03,1
4642,4643,7285757,CANDIDATE,19.548966600000004,149.78882,0.83,1.78,524.0,1.89,579.0,26.62,12.6,5549.0,4.6,0.732,292.95819,42.854889,15.717,1
4643,4644,7285757,CANDIDATE,7.41834569,133.51738,0.049,2.4619999999999997,234.0,1.12,800.0,96.9,11.2,5549.0,4.6,0.732,292.95819,42.854889,15.717,1
4649,4650,4262040,CANDIDATE,92.461135,211.1951,0.083,14.344000000000001,122.0,2.86,564.0,23.91,20.7,5132.0,3.675,2.648,291.5072,39.323662,11.784,1
4650,4651,6468904,CANDIDATE,49.538726399999994,132.50072,1.2229999999999999,2.238,741.0,20.52,436.0,8.52,10.3,5683.0,4.605,0.747,298.68402000000003,41.83149,14.94,1
4651,4652,5709906,CANDIDATE,3.39155966,134.1211,0.182,3.87,28.4,0.49,1183.0,462.47,8.2,5896.0,4.516,0.914,293.17435,40.950809,13.773,1
4652,4653,4840672,CANDIDATE,9.2294726,136.173,0.076,2.4459999999999997,199.0,0.82,601.0,30.83,7.5,4781.0,4.678999999999999,0.596,293.24039,39.949444,13.78,1
4654,4655,7287677,CANDIDATE,18.3721835,149.4627,0.78,3.738,153.0,1.12,657.0,43.96,9.5,5937.0,4.558,0.83,293.54733,42.828441999999995,14.965,1
4656,4657,7692248,CANDIDATE,17.99562529,145.60092,1.2379,0.871,1070.0,28.98,701.0,57.21,12.1,5999.0,4.494,0.9590000000000001,294.95074,43.324341,15.822000000000001,1
4660,4661,6691169,CANDIDATE,63.095068000000005,158.1168,1.05,9.485,497.0,11.67,573.0,25.4,11.4,6622.0,4.331,1.325,291.72189,42.117298,15.765,1
4664,4665,8280511,CANDIDATE,21.7203362,134.7659,0.311,4.252,87.8,0.8,594.0,29.45,12.0,5528.0,4.499,0.853,283.00296000000003,44.284228999999996,13.404000000000002,1
4670,4671,11513486,CANDIDATE,6.64754478,137.13371,0.235,1.9609999999999999,289.0,1.72,999.0,235.89,12.4,6046.0,4.478,1.0070000000000001,294.78432999999995,49.4921,15.724,1
4672,4673,6520519,CANDIDATE,1.97650073,132.95623999999998,0.055,1.788,113.0,0.97,1394.0,892.9,10.4,5792.0,4.513999999999999,0.9229999999999999,291.21164,41.9856,15.607999999999999,1
4673,4674,9459162,CANDIDATE,3.79892774,133.289,0.13,4.112,47.0,1.46,1869.0,2888.6,8.3,6831.0,3.971,2.106,289.3483,46.05468,13.008,1
4675,4676,9969287,CANDIDATE,14.740106099999998,133.5305,0.11599999999999999,5.6370000000000005,238.0,1.48,750.0,74.65,10.3,5999.0,4.494,0.9590000000000001,298.38007000000005,46.8894,15.479000000000001,1
4679,4680,10747501,CANDIDATE,4.7309013,135.19333,0.36200000000000004,2.889,229.0,1.39,1065.0,303.67,11.6,5941.0,4.519,0.9109999999999999,297.48297,48.022498999999996,15.68,1
4680,4681,10586744,CANDIDATE,21.376181699999997,143.6293,0.017,8.543,104.0,1.08,717.0,62.37,12.1,5984.0,4.322,1.052,285.70697,47.869968,14.142999999999999,1
4681,4682,11970050,CANDIDATE,6.58753699,138.0427,0.132,2.043,232.0,1.51,992.0,228.36,8.2,6014.0,4.486000000000001,0.993,295.08194,50.344601000000004,15.652000000000001,1
4684,4685,3544640,CANDIDATE,30.8278245,143.1448,0.023,4.2139999999999995,641.0,2.42,585.0,27.66,13.9,5982.0,4.493,0.96,291.43143,38.654388,15.765,1
4689,4690,5308296,CANDIDATE,36.721576,151.2481,0.09699999999999999,7.757999999999999,538.0,1.93,498.0,14.51,10.2,5662.0,4.56,0.84,299.49188,40.472481,15.919,1
4692,4693,3122872,CANDIDATE,96.81647,136.55813,0.034,10.227,165.0,3.19,655.0,43.39,25.9,6404.0,3.793,2.467,292.89218,38.270512,11.815999999999999,0
4694,4695,9702945,CANDIDATE,3.51413723,132.40707,0.9353,3.9189999999999996,32.7,0.69,1267.0,609.04,11.2,6201.0,4.4719999999999995,0.9890000000000001,288.50702,46.406712,13.474,1
4695,4696,11401253,CANDIDATE,4.96504981,135.55399,0.655,2.2119999999999997,50.7,1.51,1403.0,917.99,8.7,5339.0,3.823,2.011,290.99005,49.233131,12.739,1
4698,4699,10549902,CANDIDATE,1.141148847,132.24561,0.062,1.629,73.1,1.67,2248.0,6008.73,12.7,5438.0,3.9160000000000004,1.989,297.21347000000003,47.775428999999995,14.58,1
4699,4700,12416597,CANDIDATE,12.460564999999999,139.2206,0.015,3.903,144.0,1.1,726.0,65.72,10.2,5435.0,4.453,0.9329999999999999,295.51495,51.203739,14.732000000000001,1
4700,4701,11135694,CANDIDATE,19.5945772,150.1394,0.389,6.77,129.0,1.18,724.0,64.98,8.8,6118.0,4.416,1.023,290.90042,48.746140000000004,15.450999999999999,1
4702,4703,10065053,CANDIDATE,409.87844,238.9944,0.177,10.58,647.0,2.72,264.0,1.15,8.7,6167.0,4.444,1.064,287.34897,47.060982,15.731,1
4709,4710,10291589,CANDIDATE,7.08757462,138.27614,0.371,3.342,187.0,1.28,955.0,197.02,11.0,6060.0,4.5089999999999995,0.925,297.90527000000003,47.33683,15.274000000000001,1
4710,4711,5695615,CANDIDATE,5.4169303,133.7916,1.055,7.5120000000000005,110.0,8.17,1173.0,447.24,11.3,6355.0,4.41,1.1079999999999999,288.61057,40.92474,15.411,1
4714,4715,5651846,CANDIDATE,31.1920226,153.83296,0.11,2.8489999999999998,448.0,1.65,521.0,17.43,11.6,5675.0,4.553999999999999,0.777,299.46869,40.82999,15.401,1
4716,4717,12401132,CANDIDATE,7.630545,907.04471,0.021,3.63,365.0,2.26,1087.0,330.02,11.3,6407.0,4.3580000000000005,1.179,287.70197,51.229729,14.12,1
4719,4720,6424561,CANDIDATE,6.6716723,131.92708000000002,0.16699999999999998,2.693,154.0,1.27,1024.0,259.72,10.3,6086.0,4.435,1.021,284.57806,41.890259,15.134,1
4722,4723,10000162,CANDIDATE,409.38645,340.621,0.0706,13.78,532.0,1.78,197.0,0.35,10.3,4955.0,4.5169999999999995,0.799,286.33545,46.917831,15.149000000000001,1
4728,4729,7949593,CANDIDATE,17.7662938,146.6886,0.909,3.0789999999999997,181.0,1.54,670.0,47.74,10.1,5724.0,4.495,0.946,287.77301,43.733909999999995,14.970999999999998,1
4731,4732,7098255,CANDIDATE,11.56722589,132.25385,0.242,2.5069999999999997,374.0,1.29,568.0,24.64,11.5,4597.0,4.59,0.691,284.61008,42.687431,15.674000000000001,1
4732,4733,11456279,CANDIDATE,0.5729375729999999,131.69432,0.7866,2.576,80.8,1.57,3271.0,27058.33,32.0,7338.0,4.225,1.5930000000000002,292.44135,49.316414,11.825,1
4733,4734,4670361,CANDIDATE,631.56889,145.0148,0.636,14.37,789.0,3.13,237.0,0.75,20.7,6382.0,4.4319999999999995,1.0590000000000002,295.73697000000004,39.740452000000005,14.0,1
4737,4738,10584140,CANDIDATE,4.31724247,133.4243,0.252,4.126,59.0,1.01,1332.0,743.6,11.3,5992.0,4.195,1.31,284.31692999999996,47.887112,13.6,1
4738,4739,8233326,CANDIDATE,3.74099144,132.2112,0.222,5.428,34.3,1.85,1733.0,2129.07,12.3,5110.0,3.611,3.2310000000000003,291.79465,44.193531,13.095999999999998,1
4739,4740,4940203,CANDIDATE,302.779824,355.5989,0.001,16.847,271.0,1.31,246.0,0.87,12.3,5734.0,4.572,0.797,295.98404,40.043621,14.16,1
4742,4743,6368175,CANDIDATE,21.1876185,148.8101,0.777,3.69,71.7,0.79,676.0,49.23,8.5,6355.0,4.547,0.8490000000000001,293.15085,41.729252,13.827,1
4752,4753,6268648,CANDIDATE,94.094392,196.7503,0.32,10.833,46.6,0.9,486.0,13.14,10.6,6099.0,4.1930000000000005,1.308,285.47659,41.632717,11.049000000000001,1
4755,4756,10935993,CANDIDATE,25.373654300000002,151.8667,0.265,2.6189999999999998,373.0,1.88,653.0,42.92,10.6,6195.0,4.47,0.966,298.19162,48.396259,15.056,1
4756,4757,5257082,CANDIDATE,10.08535311,140.97143,0.532,1.75,223.0,1.45,843.0,119.67,10.7,5947.0,4.487,0.945,285.41266,40.42577,14.889000000000001,1
4758,4759,8628665,CANDIDATE,10.285637300000001,141.20764,0.37799999999999995,3.043,135.0,1.24,864.0,131.91,10.4,5841.0,4.409,1.06,293.34521,44.700641999999995,14.950999999999999,1
4761,4762,5881307,CANDIDATE,393.95608,388.3294,0.614,13.89,482.0,2.27,263.0,1.14,10.3,6217.0,4.4719999999999995,0.9890000000000001,293.38049,41.151901,15.622,1
4763,4764,4645174,CANDIDATE,34.749603799999996,158.68412,0.9840000000000001,4.548,227.0,3.51,702.0,57.44,11.4,5849.0,4.0760000000000005,1.601,288.88333,39.74456,14.606,1
4767,4768,6124137,CANDIDATE,227.83457,238.7643,0.56,21.59,155.0,2.83,449.0,9.59,13.1,6004.0,3.8139999999999996,2.193,292.0105,41.467098,13.845,1
4776,4777,11657614,CANDIDATE,24.352541,147.1949,0.505,2.782,349.0,1.52,498.0,14.52,5.8,4891.0,4.516,0.805,289.43896,49.73122,14.779000000000002,1
4778,4779,5687986,CANDIDATE,382.30306,356.7308,0.597,8.83,226.0,4.05,400.0,6.04,9.6,5993.0,3.733,2.59,285.36992999999995,40.907429,13.104000000000001,1
4779,4780,11125797,CANDIDATE,58.126377500000004,163.11687,0.016,4.018,272.0,1.32,404.0,6.28,13.8,5413.0,4.579,0.82,285.31381,48.72525,13.747,1
4780,4781,9785921,CANDIDATE,26.757586600000003,137.28717,0.40700000000000003,5.858,455.0,2.28,660.0,44.86,17.7,6215.0,4.44,1.052,297.4809,46.589141999999995,15.42,0
4792,4793,3757590,CANDIDATE,135.58607680000003,177.9285627,0.5489999999999999,5.54241,363000.0,89.83,429.0,7.99,6788.8,6401.0,4.324,1.301,294.14371,38.877392,13.674000000000001,1
4798,4799,6543893,CANDIDATE,3.80675878,133.7492,0.26,2.092,232.0,2.75,1574.0,1449.04,10.4,6068.0,4.04,1.797,297.58313,41.952431,15.767000000000001,1
4800,4801,6705026,CANDIDATE,34.108656200000006,158.431,0.318,6.405,134.0,1.95,739.0,70.4,11.7,6144.0,4.106,1.6680000000000001,295.40979,42.150828999999995,14.44,1
4801,4802,6779726,CANDIDATE,47.056332700000006,173.9653,0.361,4.8069999999999995,762.0,2.57,497.0,14.43,12.1,5889.0,4.492,0.924,292.53055,42.214649,15.695,1
4803,4804,5553959,CANDIDATE,10.010031199999998,131.61434,0.07,1.35,376.0,0.99,506.0,15.56,12.4,4338.0,4.731,0.508,297.05066,40.717419,15.318,1
4806,4807,5384713,CANDIDATE,12.67143692,137.50707,0.047,2.498,216.0,0.76,404.0,6.31,13.7,3705.0,4.721,0.529,297.4292,40.561909,13.693,1
4808,4809,5384713,CANDIDATE,2.63595435,132.31984,0.005,1.3090000000000002,93.7,0.5,682.0,51.07,9.2,3705.0,4.721,0.529,297.4292,40.561909,13.693,1
4813,4814,12021387,CANDIDATE,241.0707458,223.99331260000002,0.418,9.888630000000001,70300.0,76.53,699.0,56.58,4257.4,9414.0,3.883,2.7769999999999997,295.91083,50.40976,10.655999999999999,1
4824,4825,8078502,CANDIDATE,37.8862977,133.03141000000002,0.026000000000000002,5.218,672.0,2.09,479.0,12.46,14.4,5513.0,4.551,0.818,283.1319,43.955971000000005,15.847999999999999,1
4825,4826,8644365,CANDIDATE,10.54841329,139.06402,1.0170000000000001,1.8719999999999999,103.0,3.89,899.0,154.84,11.7,6047.0,4.387,1.092,298.09542999999996,44.737061,13.204,1
4826,4827,5888187,CANDIDATE,133.6348207,236.35162999999997,0.43799999999999994,1.584,421.0,1.89,317.0,2.38,10.8,5202.0,4.434,0.9179999999999999,295.27301,41.168282,13.623,1
4828,4829,3348216,CANDIDATE,32.510844,136.62491,0.42100000000000004,3.2539999999999996,362.0,2.62,680.0,50.56,12.6,6074.0,4.244,1.358,292.96008,38.431430999999996,14.863,1
4832,4833,10793576,CANDIDATE,10.90752977,136.60797,0.147,2.764,186.0,1.58,955.0,196.51,11.8,6414.0,4.377,1.147,290.34442,48.147308,14.056,1
4843,4844,7047922,CANDIDATE,10.5226374,140.0656,0.8059999999999999,3.864,68.9,1.08,976.0,213.96,8.9,6327.0,4.327,1.175,295.75412,42.537479,14.562999999999999,1
4853,4854,6947668,CANDIDATE,14.0545718,133.0972,0.121,4.066,274.0,1.45,711.0,60.49,11.6,5783.0,4.539,0.88,291.50708,42.429878,15.802,1
4857,4858,10290666,CANDIDATE,6.86674226,135.3543,0.405,4.216,47.2,0.79,1018.0,254.1,12.3,5914.0,4.396,1.135,297.65094,47.39629,13.046,1
4869,4870,3848966,CANDIDATE,29.7681831,155.5003,0.7390000000000001,9.425,160.0,3.98,917.0,167.51,13.2,5640.0,3.679,2.9160000000000004,291.06937,38.914909,14.564,1
4872,4873,9452897,CANDIDATE,36.7662364,157.14332,0.16399999999999998,3.305,580.0,1.28,336.0,3.02,12.6,4342.0,4.699,0.54,285.84387000000004,46.015910999999996,15.902999999999999,1
4875,4876,2717158,CANDIDATE,13.2226149,144.295,0.943,4.337,262.0,1.75,740.0,71.11,12.6,5931.0,4.545,0.863,292.33035,37.997059,15.208,1
4876,4877,6209677,CANDIDATE,2.53742164,132.34623,0.285,1.5630000000000002,105.0,0.93,1220.0,525.68,12.8,5447.0,4.481,0.917,293.30023,41.523338,14.8,1
4877,4878,9664276,CANDIDATE,62.596543999999994,185.9931,0.24600000000000002,11.477,223.0,2.25,559.0,23.01,15.5,5934.0,4.173,1.5090000000000001,297.37912,46.367069,14.450999999999999,0
4892,4893,7748487,CANDIDATE,15.576406099999998,135.9482,0.565,5.382000000000001,257.0,1.79,793.0,93.42,14.1,6214.0,4.442,1.0759999999999998,290.23602,43.47065,15.491,1
4893,4894,3219037,CANDIDATE,10.00506974,136.83029,0.14800000000000002,3.4810000000000003,143.0,1.11,849.0,122.48,11.4,5912.0,4.453,0.924,286.54041,38.3326,14.634,1
4895,4896,5710069,CANDIDATE,36.258074900000004,146.8338,0.7859999999999999,5.917000000000001,380.0,1.82,516.0,16.7,12.5,5818.0,4.553999999999999,0.848,293.2244,40.931931,15.552999999999999,1
4896,4897,9967009,CANDIDATE,12.432699699999999,142.1049,0.212,7.81,240.0,1.88,839.0,117.17,11.5,5480.0,4.22,1.229,297.70197,46.823318,15.915999999999999,1
4897,4898,9967009,CANDIDATE,30.990299699999998,141.441,0.397,9.454,322.0,2.21,619.0,34.68,10.7,5480.0,4.22,1.229,297.70197,46.823318,15.915999999999999,1
4901,4902,8868364,CANDIDATE,421.4284819,262.2889053,0.35600000000000004,8.60447,96700.0,54.16,335.0,2.97,3162.0,6235.0,4.034,1.7080000000000002,284.2572,45.118668,13.769,1
4913,4914,6200810,CANDIDATE,35.8754482,147.5086,0.026000000000000002,3.972,367.0,2.35,668.0,47.15,12.6,6559.0,4.357,1.218,290.44928,41.535789,15.353,1
4915,4916,3561464,CANDIDATE,35.8007112,144.92168999999998,0.043,8.219,417.0,7.97,991.0,227.68,25.0,5745.0,3.4989999999999997,3.955,295.49811,38.644501,13.489,0
4916,4917,3561464,CANDIDATE,4.32710579,131.5891,0.025,3.872,84.1,3.58,2004.0,3805.87,9.5,5745.0,3.4989999999999997,3.955,295.49811,38.644501,13.489,1
4920,4921,4844470,CANDIDATE,60.532988,134.57461,0.618,7.086,468.0,1.91,420.0,7.36,23.8,5631.0,4.5569999999999995,0.847,294.25037000000003,39.943939,14.196,0
4921,4922,11551692,CANDIDATE,58.019858299999996,151.85007,0.951,5.348,1290.0,3.46,354.0,3.7,66.0,4920.0,4.62,0.72,287.60559,49.523258,12.231,0
4922,4923,9995771,CANDIDATE,15.061783499999999,140.1111,0.114,6.31,197.0,1.61,794.0,94.08,12.1,5806.0,4.321000000000001,1.158,283.79782,46.931000000000004,15.386,1
4935,4936,9966219,CANDIDATE,17.9559673,139.0347,0.9790000000000001,6.237,137.0,1.96,750.0,74.61,11.9,5641.0,4.258,1.195,297.47839,46.81575,14.388,1
4942,4943,6231721,CANDIDATE,2.69339974,131.9006,0.27899999999999997,1.936,148.0,1.04,1151.0,415.96,8.7,5355.0,4.511,0.863,298.68607000000003,41.521069,15.673,1
4943,4944,9536108,CANDIDATE,10.43003118,133.2962,0.28300000000000003,2.029,120.0,1.14,906.0,159.58,10.6,6277.0,4.449,1.031,295.63855,46.132549,14.412,1
4944,4945,8905246,CANDIDATE,27.63714708,143.93341999999998,0.669,1.7277,736.0,6.96,816.0,104.6,27.4,5214.0,3.766,2.427,298.0759,45.189029999999995,13.850999999999999,0
4945,4946,5213230,CANDIDATE,52.609510300000004,158.6253,0.102,8.202,204.0,1.83,553.0,22.13,15.3,5881.0,4.2589999999999995,1.294,298.0834,40.34621,14.192,0
4953,4954,1871483,CANDIDATE,14.137062,136.69826,0.2133,2.2640000000000002,393.0,1.37,568.0,24.62,7.5,4861.0,4.574,0.7090000000000001,292.13239,37.388481,15.729000000000001,1
4954,4955,10922659,CANDIDATE,31.2543238,155.047,0.019,5.662000000000001,438.0,2.29,635.0,38.54,14.7,6246.0,4.433,1.092,293.07062,48.387741,15.82,0
4957,4958,7869917,CANDIDATE,11.806173699999999,138.2641,0.905,4.4719999999999995,88.1,2.87,1407.0,926.72,10.1,6900.0,3.843,2.5989999999999998,281.97125,43.672771000000004,12.082,1
4958,4959,11754430,CANDIDATE,6.15828666,135.4969,0.595,6.329,57.7,1.2,1212.0,510.35,16.4,5710.0,4.073,1.524,286.64642000000003,49.937778,13.102,0
4962,4963,11922778,CANDIDATE,65.427645,176.2733,0.004,9.404,319.0,1.65,453.0,9.94,15.6,6014.0,4.504,0.9259999999999999,296.0069,50.281811,14.821,0
4975,4976,11853878,CANDIDATE,7.68433346,133.36007,0.951,1.4346,1180.0,2.58,583.0,27.35,28.5,4402.0,4.6819999999999995,0.5720000000000001,285.60254,50.112041,14.265,0
4976,4977,7692093,CANDIDATE,11.16622885,134.96951,0.17600000000000002,3.389,354.0,1.56,725.0,65.16,13.6,5552.0,4.562,0.836,294.90594,43.381889,15.927,1
4979,4980,7772914,CANDIDATE,23.133449399999996,154.45296000000002,0.9540000000000001,3.602,456.0,2.55,638.0,39.2,21.6,5712.0,4.382,0.932,297.75192000000004,43.447578,14.655999999999999,0
4980,4981,3529290,CANDIDATE,8.9539656,132.8453,0.6559999999999999,4.898,70.4,0.84,923.0,171.51,12.2,6168.0,4.452,0.9470000000000001,286.51018999999997,38.618309,13.776,1
4984,4985,5531953,CANDIDATE,3.53105835,134.3171,1.213,1.778,311.0,10.61,558.0,22.83,11.7,3638.0,4.843999999999999,0.42,291.285,40.730049,15.855,1
4986,4987,6277410,CANDIDATE,6.32589574,133.27081,0.18100000000000002,1.383,193.0,1.14,901.0,156.27,8.8,5749.0,4.5680000000000005,0.818,289.33551,41.683448999999996,15.421,1
4987,4988,9843517,CANDIDATE,11.9378354,133.2612,0.036000000000000004,4.652,246.0,1.15,671.0,47.91,9.6,5469.0,4.611000000000001,0.738,296.65256,46.618809000000006,15.954,1
4988,4989,8812045,CANDIDATE,32.715906,135.9204,0.25,10.79,136.0,3.68,902.0,156.74,13.1,5527.0,3.627,3.1919999999999997,289.09845,45.02309,14.462,1
4989,4990,7288444,CANDIDATE,15.331771900000001,142.5217,0.802,5.4670000000000005,179.0,1.91,821.0,107.44,13.3,5726.0,4.228,1.285,293.7674,42.829208,15.097999999999999,1
4990,4991,3101923,CANDIDATE,82.331756,133.0814,0.027000000000000003,8.664,283.0,2.08,474.0,11.96,11.9,5997.0,4.303999999999999,1.242,287.32268999999997,38.279709000000004,14.872,1
4999,5000,5621333,CANDIDATE,27.096514600000003,139.3521,0.769,8.42,208.0,2.13,700.0,56.79,16.4,5775.0,4.1930000000000005,1.3519999999999999,292.22977000000003,40.808949,14.886,0
5000,5001,5621333,CANDIDATE,11.5474983,139.9777,0.495,6.684,116.0,1.48,930.0,176.97,12.3,5775.0,4.1930000000000005,1.3519999999999999,292.22977000000003,40.808949,14.886,1
5002,5003,3236705,CANDIDATE,83.2664103,194.23925,0.028999999999999998,2.813,620.0,2.89,439.0,8.78,10.9,5538.0,4.266,1.18,291.85522000000003,38.393131,14.97,1
5004,5005,11810124,CANDIDATE,11.6044881,139.05603,0.11800000000000001,3.409,268.0,1.88,841.0,118.5,14.5,5533.0,4.275,1.166,289.66489,50.020039000000004,15.254000000000001,1
5007,5008,2849140,CANDIDATE,11.8237228,139.4199,0.698,8.517999999999999,213.0,1.25,703.0,57.62,14.2,5559.0,4.578,0.8029999999999999,290.73328,38.00721,15.353,1
5010,5011,8121328,CANDIDATE,19.068951300000002,145.7515,0.98,12.462,169.0,1.63,627.0,36.63,19.1,5418.0,4.436,0.889,298.82062,43.909859000000004,14.370999999999999,1
5021,5022,4743508,CANDIDATE,2.086076372,133.41614099999998,13.376,2.4032,58900.0,1543.74,1645.0,1728.2,159.3,6124.0,4.265,1.119,290.81392999999997,39.819061,14.554,1
5025,5026,6043538,CANDIDATE,6.2253374,133.0882,0.6920000000000001,4.388,109.0,1.92,1378.0,851.73,11.8,6263.0,4.024,1.726,292.18057000000005,41.315540000000006,14.918,1
5026,5027,8824737,CANDIDATE,12.90235874,139.15105,0.382,2.4459999999999997,354.0,1.49,675.0,48.99,15.7,5530.0,4.586,0.7879999999999999,294.10391,45.001419,15.487,0
5029,5030,7289338,CANDIDATE,12.5014905,142.55934,0.43,3.8819999999999997,220.0,2.24,952.0,194.3,10.8,5821.0,4.127,1.492,294.01529,42.824371,15.589,1
5031,5032,6278670,CANDIDATE,89.945828,133.5634,0.171,2.286,336.0,3.46,509.0,15.86,6.6,5115.0,3.819,1.9240000000000002,289.72791,41.612289000000004,13.64,1
5038,5039,8880123,CANDIDATE,46.7162336,145.5064,0.266,7.2589999999999995,346.0,2.03,531.0,18.74,15.4,5856.0,4.386,1.092,289.8288,45.102759999999996,15.222999999999999,0
5039,5040,9474756,CANDIDATE,17.6062701,147.1894,0.9229999999999999,6.1339999999999995,146.0,1.72,753.0,75.96,10.4,5808.0,4.3260000000000005,1.159,295.55374,46.029109999999996,15.135,1
5051,5052,5308663,CANDIDATE,20.0679247,150.7703,0.8490000000000001,5.236000000000001,482.0,2.25,662.0,45.49,13.8,5997.0,4.522,0.904,299.556,40.456551,15.59,1
5052,5053,3745559,CANDIDATE,30.254118599999998,136.63873,0.122,2.134,576.0,2.8,660.0,44.87,12.3,6277.0,4.402,1.161,291.06203999999997,38.863312,14.296,1
5054,5055,9117416,CANDIDATE,20.034708,145.4541,0.193,6.49,124.0,2.24,967.0,207.16,22.9,6120.0,3.9339999999999997,2.0,300.31619,45.49538,13.265999999999998,0
5055,5056,6356400,CANDIDATE,541.92452,326.8745,0.95,21.4,1500.0,3.15,144.0,0.1,18.1,4378.0,4.64,0.614,289.28772000000004,41.799938,15.671,1
