,rowid,kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,predicted
7765,7766,9651602,CANDIDATE,3.90735046,133.7385,0.08800000000000001,2.8960000000000004,109.0,0.83,1007.0,243.14,10.0,5497.0,4.577,0.809,292.82965,46.365768,15.283,1
7779,7780,2970670,CANDIDATE,0.947554749,131.87955,0.057999999999999996,1.097,65.4,0.67,1633.0,1680.03,12.4,5508.0,4.569,0.84,286.07114,38.167609999999996,13.853,1
7794,7795,6307000,CANDIDATE,1.002591901,131.65849,0.312,1.247,143.0,0.87,1391.0,884.21,11.1,4893.0,4.574,0.7390000000000001,297.61307,41.672829,15.79,1
7795,7796,6345758,CANDIDATE,3.37116682,132.0176,0.318,4.708,71.4,0.98,1291.0,656.3,9.8,5653.0,4.288,1.163,284.57642000000004,41.705971000000005,15.03,1
7808,7809,8016692,CANDIDATE,6.613671000000001,136.4964,0.096,4.211,32.8,0.91,1266.0,607.33,10.2,6056.0,4.071000000000001,1.597,286.9454,43.899139,13.109000000000002,1
7810,7811,8042644,CANDIDATE,1.48062814,131.51535,0.479,2.898,62.5,0.76,1653.0,1770.63,10.3,6187.0,4.499,0.937,296.35956,43.86676,15.189,1
7819,7820,9658089,CANDIDATE,1.057080807,131.69304,0.966,1.82,60.6,0.97,1805.0,2518.85,11.3,6000.0,4.487,0.946,295.35825,46.343928999999996,15.102,1
7821,7822,9693803,CANDIDATE,13.495949599999998,142.1992,0.2136,2.085,254.0,1.62,784.0,89.25,7.3,5962.0,4.4639999999999995,1.0190000000000001,283.11642,46.442699,15.669,1
7824,7825,10659624,CANDIDATE,43.2675604,136.4574,0.818,8.331,69.1,1.61,664.0,45.99,10.0,5747.0,4.018,1.729,289.36646,47.923851,13.468,1
7828,7829,11825996,CANDIDATE,16.916338600000003,132.8922,0.6327,2.521,64.2,0.68,648.0,41.74,6.3,5628.0,4.513,0.81,297.34726,50.04744,13.132,1
7864,7865,8091197,CANDIDATE,4.88698386,132.8804,0.6609999999999999,1.127,125.0,1.2,1133.0,389.31,10.1,6152.0,4.4639999999999995,1.0090000000000001,289.60522000000003,43.952831,13.873,1
7879,7880,9790965,CANDIDATE,4.74701479,133.33305,64.5159,2.464,3620.0,13333.5,1640.0,1708.72,10.1,6531.0,3.9619999999999997,1.921,298.91162,46.586578,13.388,1
7880,7881,9811915,CANDIDATE,1.96682825,132.68632,0.415,1.645,214.0,1.18,1283.0,638.54,9.5,5595.0,4.581,0.7959999999999999,281.22937,46.681862,15.612,1
7881,7882,10665749,CANDIDATE,4.237447181,135.17678999999998,0.187,0.3792,350.0,2.26,1172.0,446.38,11.1,5993.0,4.425,0.993,291.90216000000004,47.962070000000004,15.504000000000001,1
7882,7883,10670112,CANDIDATE,4.0953585,135.7884,1.0194,44.35,227.0,7.76,1680.0,1884.15,60.2,6839.0,4.093999999999999,1.7,293.66927999999996,47.906689,13.543,1
7891,7892,5897826,CANDIDATE,0.875197345,131.8135915,1.004,0.052000000000000005,0.0,0.73,2518.0,9497.39,0.0,5855.0,3.9989999999999997,1.796,297.47586,41.114288,13.109000000000002,1
7892,7893,3240158,CANDIDATE,13.2298203,134.3757,0.435,3.5660000000000003,158.0,1.5,856.0,126.84,10.0,6049.0,4.353,1.176,292.7131,38.358212,14.818,1
7898,7899,3249334,CANDIDATE,5.90260586,136.35506999999998,0.1049,1.8319999999999999,338.0,1.26,759.0,78.58,8.2,4960.0,4.627,0.7070000000000001,294.87888,38.397812,15.734000000000002,1
7899,7900,3324069,CANDIDATE,22.80265,132.9476,0.1018,19.34,53.1,2.36,1045.0,281.59,11.8,5011.0,3.321,3.324,285.64092999999997,38.418732,13.124,1
7904,7905,4830859,CANDIDATE,27.2173855,144.6728,0.6516,3.2680000000000002,156.0,1.34,667.0,46.8,6.7,6263.0,4.404,1.0190000000000001,290.31134,39.98069,15.0,1
7906,7907,5353938,CANDIDATE,6.27651592,136.18032,0.172,1.973,166.0,0.65,532.0,18.89,8.9,3914.0,4.748,0.515,289.15955,40.51181,15.515999999999998,1
7908,7909,5380812,CANDIDATE,16.214474,136.435,0.6311,4.149,162.0,3.53,1256.0,587.82,9.4,6801.0,3.833,2.637,296.56232,40.590939,10.895999999999999,1
7911,7912,5388229,CANDIDATE,0.61810542,131.74488,1.2326,6.666,12300.0,39.52,1994.0,3735.52,118.7,5371.0,4.4030000000000005,0.9490000000000001,298.21117999999996,40.512501,14.684000000000001,1
7923,7924,8112013,CANDIDATE,1.790518325,132.93847340000002,0.643,3.3462400000000003,61500.0,32.19,1850.0,2761.65,2493.3,6586.0,4.319,1.219,296.55593999999996,43.967758,12.45,1
7924,7925,8115647,CANDIDATE,40.7698541,158.86363,0.20199999999999999,2.997,240.0,1.87,585.0,27.73,8.8,5884.0,4.306,1.21,297.46857,43.982009999999995,14.908,1
7929,7930,8881169,CANDIDATE,5.01880305,132.25191,0.172,1.8230000000000002,98.7,1.08,1178.0,455.98,10.3,6220.0,4.398,1.083,290.21255,45.134991,14.540999999999999,1
7933,7934,9821428,CANDIDATE,299.70687999999996,360.3939,0.1196,15.39,231.0,1.15,237.0,0.75,8.6,5606.0,4.5969999999999995,0.76,287.02615,46.686291,14.713,1
7942,7943,10751908,CANDIDATE,4.48538145,135.29081000000002,0.1296,2.2969999999999997,168.0,0.96,962.0,202.75,8.2,5654.0,4.607,0.737,298.60785,48.016022,15.457,1
7952,7953,11129738,CANDIDATE,4.88446644,135.24743999999998,0.7759999999999999,2.057,221.0,0.84,579.0,26.5,9.1,3883.0,4.725,0.517,287.85773,48.774109,15.84,1
7953,7954,4860678,CANDIDATE,3.03359398,133.08355,0.023,4.026,95.6,1.55,1529.0,1294.06,12.3,5557.0,4.037,1.6159999999999999,297.79691,39.921371,14.943,1
7955,7956,7765528,CANDIDATE,9.3888216,134.42144,1.14,4.154,193.0,20.91,963.0,202.91,9.6,5846.0,4.2780000000000005,1.24,295.8287,43.425491,14.915,1
7969,7970,5456979,CANDIDATE,2.6528082000000004,131.5439,0.434,2.2969999999999997,153.0,1.17,1280.0,633.57,9.8,5778.0,4.48,0.935,294.28778,40.692741,15.668,1
7985,7986,8155654,CANDIDATE,6.29340543,133.8686,0.431,3.0239999999999996,96.4,1.08,1072.0,312.61,8.7,6214.0,4.442,1.0759999999999998,287.94165,44.008018,15.186,1
7987,7988,8953281,CANDIDATE,0.78430061,132.23164,0.659,2.952,255.0,1.14,1566.0,1416.91,20.5,5176.0,4.5889999999999995,0.6809999999999999,291.93063,45.22002,15.155999999999999,1
7990,7991,8958811,CANDIDATE,2.52557582,133.06586000000001,0.37200000000000005,2.32,35.4,0.62,1364.0,818.81,10.7,5821.0,4.421,1.036,293.96545,45.273571000000004,13.564,1
7991,7992,8958939,CANDIDATE,22.786522,153.2108,0.3817,2.197,228.0,1.45,661.0,45.26,7.9,6146.0,4.497,0.943,294.00787,45.232689,15.382,1
7998,7999,10815677,CANDIDATE,1.284241817,132.65223,0.028999999999999998,1.965,167.0,1.18,1623.0,1643.57,13.3,5849.0,4.5169999999999995,0.919,298.17337000000003,48.173611,15.674000000000001,1
8000,8001,10843431,CANDIDATE,8.7396758,136.5829,0.9570000000000001,3.866,1430.0,3.29,577.0,26.17,15.6,4406.0,4.643,0.628,282.37042,48.259289,16.324,0
8001,8002,10848097,CANDIDATE,15.9474242,137.49448999999998,0.1178,1.127,192.0,1.21,670.0,47.65,6.5,5472.0,4.44,0.877,285.35582999999997,48.221489,14.800999999999998,1
8002,8003,10866969,CANDIDATE,50.0122,153.9789,0.484,3.426,210.0,1.2,432.0,8.23,8.3,5357.0,4.503,0.8140000000000001,294.20096,48.250060999999995,15.174000000000001,1
8009,8010,6307083,CANDIDATE,3.17796408,134.35285,0.9009999999999999,0.542,47.7,0.74,1034.0,270.25,6.0,5061.0,4.488,0.841,297.63518999999997,41.641869,12.218,1
8010,8011,11705004,CANDIDATE,3.05293416,132.96692,0.32799999999999996,2.155,228.0,1.18,1047.0,284.82,10.1,5311.0,4.588,0.7879999999999999,287.53503,49.801659,15.901,1
8011,8012,5978559,CANDIDATE,36.2530992,142.0377,0.721,4.73,152.0,1.43,582.0,27.17,8.3,6002.0,4.4239999999999995,1.081,296.70724,41.203651,14.71,1
8012,8013,6867555,CANDIDATE,7.501793400000001,138.8271,0.28600000000000003,4.271,135.0,1.32,1046.0,283.25,9.8,6321.0,4.417,1.125,293.12737999999996,42.320099,15.437999999999999,1
8013,8014,12208631,CANDIDATE,0.912351255,131.59611999999998,0.956,1.072,112.0,1.46,1840.0,2705.58,9.1,5481.0,4.369,1.036,291.55051000000003,50.825611,15.114,1
8014,8015,3346543,CANDIDATE,12.470111099999999,143.7236,0.569,3.616,89.7,2.06,1074.0,313.87,9.3,5623.0,3.877,2.109,292.52939,38.489079,14.024000000000001,1
8042,8043,8180290,CANDIDATE,10.9279755,139.9174,0.0956,2.4859999999999998,71.5,0.81,834.0,114.42,7.3,6045.0,4.494,0.955,296.56937,44.01722,14.347000000000001,1
8050,8051,9025739,CANDIDATE,7.918267,134.1991,0.21899999999999997,3.478,83.7,0.93,953.0,195.36,8.4,5966.0,4.418,1.016,293.20148,45.354690999999995,14.758,1
8054,8055,9909965,CANDIDATE,10.217058900000001,139.1299,0.132,2.259,121.0,1.17,929.0,176.34,7.9,6211.0,4.3839999999999995,1.054,298.54852,46.756640999999995,14.455,1
8062,8063,10932270,CANDIDATE,27.5837778,142.9808,0.0221,1.516,203.0,11.03,1330.0,739.57,8.5,5092.0,2.945,7.912999999999999,296.84967,48.323318,12.148,1
8066,8067,12304728,CANDIDATE,3.14735789,133.3871,0.03,3.6430000000000002,51.8,3.45,2209.0,5635.4,9.3,5189.0,3.352,4.93,289.82198999999997,51.063492,14.386,1
8069,8070,7778767,CANDIDATE,2.61090223,133.25501,0.813,1.976,223.0,1.8,1323.0,724.16,10.7,5514.0,4.345,1.071,299.16953,43.44109,15.829,1
8070,8071,9026749,CANDIDATE,17.6637979,144.239,0.695,6.194,67.9,2.98,1178.0,455.65,9.7,5734.0,3.591,3.405,293.57394,45.384541,14.074000000000002,1
8071,8072,6198182,CANDIDATE,5.177722599999999,133.5044,0.025,8.275,41.7,0.63,1050.0,287.44,6.1,5854.0,4.468999999999999,0.9790000000000001,289.68671,41.588928,12.32,1
8072,8073,5695396,CANDIDATE,9.48814747,139.17907,0.5693,1.163,47.9,0.73,856.0,126.75,11.1,5680.0,4.414,1.016,288.53082,40.942299,11.525,1
8079,8080,3547178,CANDIDATE,8.1770751,136.8217,0.456,4.6080000000000005,44.3,0.83,1115.0,365.09,10.6,6501.0,4.281000000000001,1.209,292.10071,38.61499,12.419,1
8084,8085,4939265,CANDIDATE,4.84505985,134.94868,0.903,2.0780000000000003,298.0,1.54,723.0,64.57,10.7,4337.0,4.581,0.7140000000000001,295.79138,40.01236,13.731,1
8087,8088,8308516,CANDIDATE,623.7077400000001,303.3588,0.003,6.688,251.0,1.81,258.0,1.05,10.2,6626.0,4.3469999999999995,1.1320000000000001,294.95257999999995,44.207909,13.379000000000001,1
8093,8094,5564082,CANDIDATE,2.70581614,132.53726,0.6199,6.56,46.9,0.69,1356.0,799.75,41.8,5992.0,4.42,0.961,299.11465,40.748619,10.715,1
8098,8099,6584278,CANDIDATE,1.28940823,132.0764,0.628,3.6519999999999997,32.1,2.48,3112.0,22119.66,10.3,5826.0,3.465,4.189,283.77316,42.070862,13.897,1
8099,8100,6590726,CANDIDATE,498.27269,146.1528,0.0481,8.92,534.0,2.12,214.0,0.5,6.6,5618.0,4.513999999999999,0.932,286.60938,42.063229,15.477,1
8101,8102,7345335,CANDIDATE,11.0495766,138.535,0.218,2.13,103.0,0.83,738.0,70.24,5.7,5533.0,4.505,0.8190000000000001,285.50293,42.911789,14.804,1
8106,8107,8227086,CANDIDATE,13.8086331,141.60399999999998,0.028999999999999998,3.613,207.0,1.09,659.0,44.5,9.0,5515.0,4.5680000000000005,0.7609999999999999,289.62292,44.104431,15.567,1
8112,8113,9098590,CANDIDATE,2.243569483,133.7306188,0.381,4.14769,66300.0,21.11,1364.0,817.05,1107.7,6081.0,4.526,0.8009999999999999,295.18892999999997,45.40617,14.965,1
8113,8114,9099773,CANDIDATE,82.78482,141.3871,0.682,7.52,190.0,2.16,501.0,14.88,8.4,5749.0,4.123,1.48,295.55292000000003,45.473431,14.909,1
8115,8116,9943009,CANDIDATE,2.4376438,132.1228,0.11199999999999999,1.587,27.1,0.79,1686.0,1909.13,8.8,5927.0,4.117,1.53,287.76895,46.83194,12.66,1
8116,8117,9944201,CANDIDATE,0.721522907,131.70914209999998,0.831,1.4521,22500.0,11.04,1475.0,1115.99,815.3,4893.0,4.6339999999999995,0.625,288.49091,46.804989,15.069,1
8126,8127,11019739,CANDIDATE,4.15736472,132.85855,0.226,2.217,201.0,1.09,931.0,178.03,11.2,5183.0,4.558,0.782,286.40033,48.521961,15.517000000000001,1
8133,8134,8709688,CANDIDATE,2.012094,131.5688,0.066,2.157,74.8,0.99,1523.0,1274.27,9.1,5633.0,4.296,1.162,298.40137000000004,44.838181,14.927,1
8135,8136,2716801,CANDIDATE,9.476705699999998,134.7294,0.003,3.8930000000000002,231.0,1.38,841.0,118.13,8.6,5911.0,4.519,0.914,292.25464,37.97142,15.761,1
8136,8137,11810124,CANDIDATE,208.54335,230.9934,0.001,9.851,615.0,2.84,321.0,2.52,10.4,5533.0,4.275,1.166,289.66489,50.020039000000004,15.254000000000001,1
8137,8138,3219037,CANDIDATE,5.039585099999999,133.828,0.1968,4.556,70.1,0.78,1067.0,306.35,9.6,5912.0,4.453,0.924,286.54041,38.3326,14.634,1
8138,8139,9117416,CANDIDATE,7.64370363,137.87526,0.785,2.738,70.9,1.85,1334.0,748.7,13.2,6120.0,3.9339999999999997,2.0,300.31619,45.49538,13.265999999999998,1
8140,8141,3634169,CANDIDATE,2.9590637,133.9227,0.2957,28.81,23.6,0.65,1564.0,1415.74,6.4,6192.0,4.195,1.3219999999999998,288.01552999999996,38.709862,12.913,1
8143,8144,3663494,CANDIDATE,5.11683678,133.9134,0.28600000000000003,3.1189999999999998,161.0,1.16,1039.0,275.15,9.2,5955.0,4.52,0.91,295.73334,38.792010999999995,15.220999999999998,1
8150,8151,5597361,CANDIDATE,17.9925973,135.4545,0.6779999999999999,2.762,199.0,1.62,748.0,73.97,8.7,5931.0,4.351,1.087,283.13372999999996,40.852421,14.604000000000001,1
8153,8154,5617510,CANDIDATE,74.371666,187.37900000000002,0.6894,12.59,103.0,2.39,767.0,81.88,12.1,6865.0,3.742,2.211,291.04001,40.84993,11.319,1
8157,8158,6603765,CANDIDATE,19.164111,139.8244,0.805,2.773,216.0,1.11,519.0,17.12,8.1,5103.0,4.65,0.674,291.09485,42.002918,15.455,1
8163,8164,7381580,CANDIDATE,13.5164708,144.0259,0.1593,2.628,140.0,0.88,645.0,40.81,7.1,5442.0,4.6,0.747,296.91513,42.905079,15.087,1
8168,8169,8256882,CANDIDATE,2.41194057,133.01848999999999,0.579,1.787,67.3,1.35,1654.0,1771.98,10.6,5598.0,4.045,1.594,298.88669,44.11586,14.106,1
8170,8171,8283875,CANDIDATE,0.8002632190000001,132.06683999999998,0.16,0.7290000000000001,171.0,0.77,1240.0,561.84,13.2,4336.0,4.656000000000001,0.59,284.77267,44.249371000000004,15.695,1
8172,8173,9150870,CANDIDATE,441.17369,374.0092,0.3151,14.82,702.0,2.27,217.0,0.52,11.5,5610.0,4.551,0.858,290.30801,45.598411999999996,15.632,1
8180,8181,10002049,CANDIDATE,19.2532128,144.8407,0.247,1.6740000000000002,219.0,1.42,692.0,54.13,7.4,6060.0,4.495,0.953,287.46475,46.96841,15.362,1
8184,8185,11068630,CANDIDATE,1.817079849,131.90509,0.276,0.889,205.0,1.39,1454.0,1056.39,10.8,5808.0,4.503,0.963,282.55869,48.63097,15.591,1
8187,8188,12454800,CANDIDATE,23.378773300000002,143.2743,0.2093,6.76,76.0,0.92,694.0,54.98,8.1,6210.0,4.4239999999999995,1.054,288.29787999999996,51.326519,13.853,1
8188,8189,12458817,CANDIDATE,15.09984259,140.82,0.9711,0.222,485.0,4.11,576.0,25.98,6.7,5191.0,4.615,0.65,290.54504,51.32362,15.37,1
8190,8191,12519942,CANDIDATE,15.3416245,134.98686,0.0481,2.126,270.0,1.3,605.0,31.63,9.2,5061.0,4.504,0.8140000000000001,296.28311,51.404362,14.812999999999999,1
8196,8197,3937814,CANDIDATE,10.72900793,134.68026,0.2652,0.696,404.0,1.78,722.0,64.33,10.1,5375.0,4.541,0.8759999999999999,286.05242999999996,39.09605,15.187999999999999,1
8197,8198,3937814,CANDIDATE,8.19619768,135.10435,0.7809999999999999,2.109,197.0,1.55,851.0,123.81,9.3,5323.0,4.378,0.995,286.05242999999996,39.09605,15.187999999999999,1
8199,8200,3733638,CANDIDATE,10.0714369,140.0456,0.006,6.891,49.5,1.98,1362.0,814.46,10.8,5768.0,3.633,2.81,287.22351000000003,38.817612,13.472000000000001,1
8201,8202,3748855,CANDIDATE,6.72876606,134.0424,0.5757,2.2769999999999997,117.0,1.03,940.0,184.66,7.8,5823.0,4.489,0.919,291.93356,38.827202,14.700999999999999,1
8216,8217,6614748,CANDIDATE,383.85362000000003,426.5941,0.5927,9.76,423.0,2.78,314.0,2.29,7.5,6675.0,4.341,1.2930000000000001,294.28693,42.032790999999996,15.232000000000001,1
8217,8218,6628926,CANDIDATE,2.564012541,134.2733914,0.166,0.9433,2550.0,7.27,1720.0,2065.56,5.3,6274.0,4.138999999999999,1.4280000000000002,297.62299,42.09882,14.120999999999999,1
8221,8222,6670610,CANDIDATE,8.9429645,137.26373,0.08800000000000001,1.8030000000000002,234.0,0.89,536.0,19.51,7.2,4183.0,4.655,0.594,284.27499,42.123779,15.537,1
8222,8223,7447895,CANDIDATE,2.4056253030000003,133.14221,0.467,0.6283,164.0,1.11,1180.0,459.66,12.0,5450.0,4.573,0.83,292.72078999999997,43.076809000000004,14.709000000000001,1
8225,8226,7461521,CANDIDATE,0.7735301,132.1961,0.336,1.335,185.0,1.87,2474.0,8868.22,14.2,6296.0,4.217,1.35,296.28384,43.033981,14.752,1
8233,8234,9203154,CANDIDATE,0.8399071579999999,131.69426,0.23,1.0190000000000001,120.0,0.92,1640.0,1705.12,10.7,5120.0,4.478,0.853,284.12521,45.628052000000004,15.695,1
8236,8237,9221627,CANDIDATE,1.7613778000000002,132.989,0.159,1.355,359.0,2.32,1824.0,2621.69,10.5,6544.0,4.349,1.207,293.17194,45.677391,15.02,1
8242,8243,10070479,CANDIDATE,1.758599866,131.7968,0.035,0.2729,238.0,1.6,1101.0,347.1,11.9,4744.0,4.606,0.725,289.96161,47.08036,15.59,1
8243,8244,11134079,CANDIDATE,1.260575815,132.0569049,0.58,2.36064,154000.0,29.91,1410.0,935.7,781.2,5388.0,4.5760000000000005,0.715,290.01401,48.701832,14.864,1
8244,8245,11137061,CANDIDATE,1.88912273,132.953,0.47700000000000004,4.218999999999999,60.2,0.59,1248.0,573.44,15.5,5413.0,4.578,0.754,291.61365,48.749451,14.606,0
8246,8247,7119481,CANDIDATE,14.1573717,135.5991,0.138,3.786,130.0,1.1,778.0,86.67,9.3,6122.0,4.487,0.9640000000000001,292.31601,42.626251,14.718,1
8249,8250,8773015,CANDIDATE,6.31915999,134.14866,0.575,3.465,34.4,1.04,1369.0,829.72,9.8,6254.0,4.019,1.706,298.20261,44.925831,13.095999999999998,1
8250,8251,9883606,CANDIDATE,2.58393841,131.80729,0.22899999999999998,2.169,49.4,0.77,1470.0,1103.3,8.5,6164.0,4.378,1.09,288.46909,46.78368,13.874,1
8252,8253,9836563,CANDIDATE,6.5595368,132.0079,0.37799999999999995,4.324,26.3,0.62,1079.0,320.09,10.1,5950.0,4.323,1.196,294.12487999999996,46.67289,12.788,1
8253,8254,6508221,CANDIDATE,31.532298699999995,160.3251,0.0671,3.49,106.0,0.74,461.0,10.65,7.8,5183.0,4.6080000000000005,0.7390000000000001,286.86548,41.989079,14.29,1
8255,8256,3831523,CANDIDATE,1.529283907,131.4176092,0.981,14.0075,54.8,2.26,2550.0,9998.13,41.5,6438.0,3.8289999999999997,2.266,284.89017,38.991505,11.267999999999999,1
8272,8273,4735826,CANDIDATE,4.02018903,134.84386999999998,0.505,3.616,18.5,0.6,1337.0,754.66,14.4,5788.0,4.178,1.376,288.39529,39.872627,11.158,1
8276,8277,2861126,CANDIDATE,4.98792404,133.6552,0.069,1.618,346.0,0.73,485.0,13.07,9.7,3606.0,4.859,0.395,293.2811,38.082240999999996,15.555,1
8283,8284,4758350,CANDIDATE,91.64998299999999,175.7156,0.2136,10.294,194.0,2.27,568.0,24.57,8.7,6705.0,4.145,1.608,294.93197999999995,39.81242,12.964,1
8288,8289,3965201,CANDIDATE,44.113873,164.8337,0.032,3.9560000000000004,196.0,4.9,1158.0,424.45,6.6,7854.0,3.6689999999999996,3.4619999999999997,294.31064,39.049702,12.667,1
8294,8295,4862924,CANDIDATE,482.62010999999995,314.0653,0.1786,12.86,324.0,1.98,263.0,1.12,8.1,6315.0,4.388999999999999,1.095,298.27673,39.903851,14.519,1
8297,8298,5271090,CANDIDATE,10.1551587,139.292,0.2256,1.8019999999999998,142.0,0.94,721.0,63.73,6.8,5275.0,4.505,0.7959999999999999,290.56674,40.449902,15.413,1
8298,8299,5444276,CANDIDATE,0.7089654609999999,132.20988,0.6201,3.946,87.2,1.13,2417.0,8061.29,13.1,6528.0,4.3839999999999995,1.155,290.48553,40.630699,12.798,1
8306,8307,6443274,CANDIDATE,608.20572,160.7147,0.0082,13.63,554.0,1.46,143.0,0.1,11.3,4486.0,4.6419999999999995,0.6459999999999999,291.95437999999996,41.826969,15.059000000000001,1
8308,8309,5602588,CANDIDATE,7.2274321,134.4726,0.003,4.967,173.0,1.28,967.0,206.77,9.2,6075.0,4.486000000000001,0.9690000000000001,285.72078999999997,40.85696,15.832,1
8310,8311,6876575,CANDIDATE,91.069934,196.391,0.5939,17.33,12.7,1.59,1103.0,349.47,8.7,9051.0,3.623,4.232,295.51333999999997,42.31879,9.748,1
8320,8321,8096395,CANDIDATE,366.088938,165.426,0.89,11.887,538.0,2.57,257.0,1.03,29.0,5941.0,4.4639999999999995,0.945,291.35892,43.936809999999994,11.616,0
8321,8322,8168509,CANDIDATE,414.45007999999996,318.0665,0.9853,19.15,730.0,7.01,364.0,4.17,19.0,7037.0,4.136,1.683,292.8259,44.098389000000005,13.913,1
8322,8323,10397751,CANDIDATE,5.43103616,134.41711,0.816,2.469,66.8,0.66,873.0,137.1,10.8,5374.0,4.555,0.721,288.83136,47.551990999999994,13.850999999999999,1
8323,8324,8297319,CANDIDATE,328.32211,144.0773,0.1169,13.53,399.0,1.3,193.0,0.33,8.2,4906.0,4.648,0.6679999999999999,290.90695,44.291779,14.937000000000001,1
8324,8325,8423344,CANDIDATE,381.97977000000003,163.1805,0.2178,15.7,900.0,1.55,132.0,0.07,10.4,3761.0,4.724,0.526,288.96823,44.448341,15.494000000000002,1
8325,8326,8444868,CANDIDATE,67.412998,196.1263,0.5109,9.1,126.0,1.57,572.0,25.32,6.2,6525.0,4.248,1.359,296.70224,44.449451,13.667,1
8329,8330,9025662,CANDIDATE,293.70696,350.5928,63.9417,11.03,1580.0,6140.44,274.0,1.34,11.2,6054.0,4.508,0.893,293.16879,45.38773,15.51,1
8337,8338,8848104,CANDIDATE,0.824851807,131.6271509,1.185,1.9363700000000001,30100.0,78.0,2539.0,9801.46,642.2,5658.0,3.903,1.6540000000000001,300.99487,45.078860999999996,12.372,1
8340,8341,9837013,CANDIDATE,14.461834,137.2566,0.065,7.156000000000001,80.2,1.05,785.0,89.86,9.0,5457.0,4.239,1.196,294.29364,46.629501,14.75,1
8341,8342,8652997,CANDIDATE,362.22202000000004,385.73800000000006,0.5664,14.29,52.5,0.96,312.0,2.25,14.6,6113.0,4.168,1.2770000000000001,300.39194,44.78532,11.189,1
8345,8346,10813078,CANDIDATE,10.55224191,132.652083,0.025,2.7355,954.0,1.75,485.0,13.12,12.3,4031.0,4.666,0.585,297.45166,48.156909999999996,15.712,1
8347,8348,5184911,CANDIDATE,106.25976000000001,132.2417,0.209,6.101,354.0,1.5,303.0,1.99,7.7,4827.0,4.508,0.823,291.18497,40.311211,15.140999999999998,1
8350,8351,8265520,CANDIDATE,6.2089181,136.6828,0.6977,2.292,1660.0,9.2,1378.0,853.5,8.4,5548.0,3.7969999999999997,2.113,301.21725,44.13343,16.984,1
8354,8355,8394475,CANDIDATE,3.64049242,134.96786,0.18100000000000002,1.194,42.1,0.61,1136.0,393.32,9.5,5745.0,4.503,0.9359999999999999,300.42432,44.343601,12.645999999999999,1
8359,8360,8973285,CANDIDATE,4.29251656,134.4818,1.0070000000000001,4.254,250.0,3.66,1144.0,403.88,11.0,6032.0,4.485,0.973,297.9487,45.255039000000004,15.85,1
8360,8361,5966732,CANDIDATE,1.4009036990000001,131.84562,0.196,0.883,137.0,1.16,1764.0,2284.73,9.8,6375.0,4.474,0.975,293.7937,41.204491,15.514000000000001,1
8364,8365,6265961,CANDIDATE,5.52507406,135.15435,0.152,2.565,61.5,0.8,1028.0,263.79,9.8,5600.0,4.378,1.037,284.12134,41.633072,13.692,1
8365,8366,8677057,CANDIDATE,0.694611128,131.93243999999999,0.17600000000000002,1.115,98.8,0.64,1415.0,945.45,9.3,4612.0,4.646,0.662,286.31052,44.838188,15.7,1
8368,8369,10471113,CANDIDATE,0.9337281959999999,131.5336,0.015,3.4410000000000003,67.7,0.85,2006.0,3826.49,13.3,6170.0,4.43,1.032,292.16614,47.612251,15.317,1
8369,8370,10546063,CANDIDATE,10.6982275,140.6793,0.032,3.198,246.0,1.73,919.0,168.88,9.1,6277.0,4.417,1.097,296.02774,47.753551,15.833,1
8376,8377,3765692,CANDIDATE,3.09383248,132.75691,0.35600000000000004,1.5759999999999998,374.0,1.32,998.0,233.91,9.7,5327.0,4.646,0.6809999999999999,295.92456,38.876968,15.895999999999999,1
8377,8378,8702537,CANDIDATE,7.4751841,137.1908,0.309,5.166,28.1,0.85,1168.0,439.51,9.2,5616.0,3.98,1.6019999999999999,296.5477,44.898041,13.075,1
8387,8388,6859546,CANDIDATE,13.4450174,137.24788,0.531,2.1180000000000003,196.0,1.08,606.0,31.92,8.3,5003.0,4.553,0.759,290.72195,42.391571,15.255999999999998,1
